|url|number_of_rooms|region|price_dollar|what_floor|max_of_floors|type|state|house_type|ceiling_height|area|kitchen_area|year|heating|furniture|docs|exchange_possible|installment_plan|mortgage_possible|from_whom|lat|lon|added|upped|view|like
0|https://www.house.kg/details/141579566ed52b0b8af89-67223696|1-комн. кв., 50 м2|Бишкек|85000.0|9|14|элитка|евроремонт|монолитный|3 м.|50 м2||2019 г.|центральное|полностью меблирована|договор купли-продажи, технический паспорт||нет|нет|от агента|42.8191|74.6141|Добавлено 12 минут назад|Поднято 3 минуты назад|8.0|
1|https://www.house.kg/details/757010366ed4f9839b185-48292092|2-комн. кв., 50 м2|Бишкек|85500.0|9|14|элитка|евроремонт|монолитный|3 м.|50 м2||2019 г.|центральное|полностью меблирована|договор купли-продажи, технический паспорт, акт ввода в эксплуатацию, зеленая книга|обмен не предлагать|||от агента|42.819|74.6145|Добавлено 25 минут назад|Поднято 4 минуты назад|6.0|
2|https://www.house.kg/details/755522466ed5461a8c628-44680843|1-комн. кв., 45.9 м2|Бишкек|61000.0|6|8|элитка|евроремонт|кирпичный|3 м.|45.9 м2||2019 г.|центральное|частично меблирована|технический паспорт||нет|нет|от агента|41.6514|72.5336|Добавлено 5 минут назад||4.0|
3|https://www.house.kg/details/802162166a7d47da19c09-72776718|1-комн. кв., 38 м2|Бишкек|54000.0|4|4|104 серия|хорошее|панельный|2 м.|38 м2||1970 г.|центральное||договор купли-продажи||||от собственника|42.836|74.6247|Добавлено 2 месяца назад|Поднято 6 минут назад|752.0|13.0
4|https://www.house.kg/details/449028566ed54037b8d28-62375507|2-комн. кв., 50 м2|Бишкек|68000.0|4|5|индивид. планировка|евроремонт|кирпичный||50 м2|||центральное||||||от агента|42.8778|74.6674|Добавлено 7 минут назад||3.0|
5|https://www.house.kg/details/174696466ed53554d9390-61766665|3-комн. кв., 57 м2|Бишкек|80500.0|2|5|индивид. планировка|хорошее|кирпичный||57 м2|м2||центральное|частично меблирована|технический паспорт|рассмотрю варианты||есть|от агента|42.8659|74.589|Добавлено 10 минут назад||11.0|
6|https://www.house.kg/details/734303366ed531eb101d0-16628062|3-комн. кв., 58 м2|Бишкек|74000.0|1|4|104 серия|среднее|панельный||58 м2|||центральное||технический паспорт, красная книга||||от агента|42.8244|74.6267|Добавлено 11 минут назад||5.0|
7|https://www.house.kg/details/303450766ed52d4a93402-01089598|3-комн. кв., 104 м2|Бишкек|95680.0|4|12|элитка|под самоотделку (псо)|монолитный|3.1 м.|104 м2||2024 г.|на газе||договор долевого участия, красная книга||||от агента|42.8181|74.6043|Добавлено 12 минут назад||8.0|
8|https://www.house.kg/details/780181266ed52c13a4038-07411438|1-комн. кв., 41 м2|Бишкек|66500.0|7|9|106 серия|хорошее|панельный||41 м2|||центральное|полностью меблирована|технический паспорт||||от агента|42.8713|74.6238|Добавлено 12 минут назад||3.0|
9|https://www.house.kg/details/97281236570c79d5c13b9-81509289|2-комн. кв., 80 м2|Бишкек|128000.0|11|14|элитка|под самоотделку (псо)|монолитный|3.1 м.|80 м2||2023 г.|центральное|пустая|договор долевого участия, красная книга|рассмотрю варианты|||от собственника|42.8717|74.594|Добавлено 10 месяцев назад|Поднято 13 минут назад|2199.0|6.0
10|https://www.house.kg/details/171257966ed5246314373-24649969|1-комн. кв., 46 м2|Бишкек|71000.0|6|10|элитка|евроремонт|монолитный|3 м.|46 м2||2017 г.|электрическое|частично меблирована|зеленая книга, договор купли-продажи, технический паспорт||||от собственника|42.8169|74.6215|Добавлено 14 минут назад||5.0|
11|https://www.house.kg/details/395767066ed486de07cb6-74058123|1-комн. кв., 33 м2|Бишкек|44000.0|6|12|элитка|под самоотделку (псо)|монолитный||33 м2||2023 г.|на газе||договор долевого участия||||от агента|42.813|74.6193|Добавлено 56 минут назад|Поднято 15 минут назад|9.0|
12|https://www.house.kg/details/886964366ed410ce628c3-57857792|1-комн. кв., 35 м2|Бишкек|49800.0|10|14|105 серия|среднее|панельный||35 м2|||центральное||технический паспорт, красная книга||||от агента|42.8217|74.6302|Добавлено 1 час назад|Поднято 15 минут назад|19.0|
13|https://www.house.kg/details/65152966aa1d12e68158-45112745|3-комн. кв., 58 м2|Бишкек|78000.0|1|5|104 серия|евроремонт|панельный||58 м2||1979 г.|центральное||договор купли-продажи, технический паспорт||||от собственника|42.8512|74.5935|Добавлено 2 месяца назад|Поднято 15 минут назад|536.0|
14|https://www.house.kg/details/790956766950d6ec825b1-32672356|1-комн. кв., 43 м2|Бишкек|52000.0|10|20|элитка|под самоотделку (псо)|монолитный||43 м2||2024 г.|центральное||договор долевого участия, красная книга||||от агента|42.8644|74.5878|Добавлено 2 месяца назад|Поднято 20 минут назад|758.0|5.0
15|https://www.house.kg/details/675352266951c03caa8b4-12376455|1-комн. кв., 41 м2|Бишкек|40000.0|9|10|индивид. планировка|под самоотделку (псо)|монолитный|3 м.|41 м2||2024 г.|||договор долевого участия, красная книга||||от агента|42.8585|74.6315|Добавлено 2 месяца назад|Поднято 21 минуту назад|683.0|3.0
16|https://www.house.kg/details/856630366b4ab65f08d42-22216861|2-комн. кв., 60 м2|Бишкек|82500.0|5|5|индивид. планировка|хорошее|кирпичный|3 м.|60 м2||1989 г.|центральное|полностью меблирована|технический паспорт, договор купли-продажи||||от агента|42.8748|74.6086|Добавлено 1 месяц назад|Поднято 21 минуту назад|889.0|4.0
17|https://www.house.kg/details/293290565dc85152d3f58-39347693|2-комн. кв., 42 м2|Бишкек|59000.0|13|16|105 серия|среднее|панельный||42 м2||1987 г.|центральное||технический паспорт, договор купли-продажи||||от агента|42.8348|74.613|Добавлено 7 месяцев назад|Поднято 22 минуты назад|2453.0|13.0
18|https://www.house.kg/details/235935266d958d5275a13-73947155|2-комн. кв., 46 м2|Бишкек|67000.0|4|5|104 серия|евроремонт|панельный||46 м2|||центральное|частично меблирована|договор купли-продажи, технический паспорт||||от агента|42.867|74.6196|Добавлено 15 дней назад|Поднято 22 минуты назад|236.0|1.0
19|https://www.house.kg/details/7192246640e6e945fd00-96677603|3-комн. кв., 80 м2|Бишкек|65000.0|1|3|индивид. планировка|евроремонт|кирпичный||80 м2|||центральное|полностью меблирована|договор купли-продажи, технический паспорт||||от агента|42.8866|74.5235|Добавлено 4 месяца назад|Поднято 23 минуты назад|1335.0|6.0
20|https://www.house.kg/details/7192246640e6e945fd00-96677603|3-комн. кв., 80 м2|Бишкек|65000.0|1|3|индивид. планировка|евроремонт|кирпичный||80 м2|||центральное|полностью меблирована|договор купли-продажи, технический паспорт||||от агента|42.8866|74.5235|Добавлено 4 месяца назад|Поднято 23 минуты назад|1336.0|6.0
21|https://www.house.kg/details/257665066d956e42ff102-65976307|2-комн. кв., 44 м2|Бишкек|65500.0|2|4|индивид. планировка|евроремонт|панельный||44 м2|||центральное||||||от агента|42.8745|74.5737|Добавлено 15 дней назад|Поднято 23 минуты назад|278.0|2.0
22|https://www.house.kg/details/891549366bcf718e21397-80703119|1-комн. кв., 45 м2|Бишкек|59500.0|8|9|106 серия улучшенная|хорошее|панельный||45 м2||2015 г.|центральное||технический паспорт, договор купли-продажи||есть|есть|от агента|42.8691|74.6326|Добавлено 1 месяц назад|Поднято 24 минуты назад|307.0|1.0
23|https://www.house.kg/details/458012566e2b93b37ab18-96086470|2-комн. кв., 70 м2|Бишкек|89500.0|9|9|элитка|евроремонт|кирпичный||70 м2|||на газе||договор долевого участия, красная книга||||от агента|42.846|74.563|Добавлено 8 дней назад|Поднято 24 минуты назад|121.0|
24|https://www.house.kg/details/61467566d97bc7461ba9-38197673|2-комн. кв., 67 м2|Бишкек|95000.0|4|11|элитка|евроремонт|монолитный|3 м.|67 м2||2016 г.|на газе|полностью меблирована||||есть|от агента|42.8429|74.5673|Добавлено 15 дней назад|Поднято 24 минуты назад|187.0|1.0
25|https://www.house.kg/details/72093366ed4ff5eef618-73191341|2-комн. кв., 64.3 м2|Бишкек|76500.0|14|14|элитка|евроремонт|кирпичный||64.3 м2|||центральное||||||от собственника|42.8565|74.672|Добавлено 25 минут назад||16.0|
26|https://www.house.kg/details/9200752668bd70432dce4-58977367|1-комн. кв., 53 м2|Бишкек|65000.0|6|12|элитка|евроремонт|кирпичный||53 м2|||||||||от агента|42.8189|74.6311|Добавлено 2 месяца назад|Поднято 25 минут назад|900.0|5.0
27|https://www.house.kg/details/3036949668b9cada682f3-73315189|2-комн. кв., 60 м2|Бишкек|85000.0|8|9|106 серия|евроремонт|панельный||60 м2|||центральное|||||есть|от агента|42.8719|74.6315|Добавлено 2 месяца назад|Поднято 25 минут назад|786.0|4.0
28|https://www.house.kg/details/845377566d9480132b678-02065568|4-комн. кв., 146 м2|Бишкек|260000.0|6|14|элитка|евроремонт|панельный|3.3 м.|146 м2||2022 г.|на газе|полностью меблирована||ключ на ключ|||от агента|42.8242|74.5854|Добавлено 15 дней назад|Поднято 25 минут назад|236.0|
29|https://www.house.kg/details/67066ce200f7cc6b7-11021545|3-комн. кв., 100 м2|Бишкек|145000.0|9|9|элитка|евроремонт|монолитный|3.3 м.|100 м2||2022 г.||полностью меблирована||рассмотрю варианты|||от агента|42.8469|74.5613|Добавлено 24 дня назад|Поднято 26 минут назад|212.0|1.0
30|https://www.house.kg/details/612109866bc8d5dde6f56-53903701|1-комн. кв., 45 м2|Бишкек|57400.0|8|9|106 серия улучшенная|хорошее|панельный||45 м2||2021 г.|на газе|полностью меблирована|технический паспорт, договор купли-продажи|||есть|от агента|42.8526|74.566|Добавлено 1 месяц назад|Поднято 26 минут назад|429.0|2.0
31|https://www.house.kg/details/269941166d7e25d4cc7d2-81931008|2-комн. кв., 67 м2|Бишкек|76500.0|4|9|106 серия улучшенная|хорошее|панельный||67 м2||2015 г.|центральное|полностью меблирована|договор купли-продажи, технический паспорт||||от агента|42.869|74.6325|Добавлено 16 дней назад|Поднято 26 минут назад|185.0|2.0
32|https://www.house.kg/details/9631117668e88c0b4c882-61421601|3-комн. кв., 93 м2|Бишкек|122000.0|5|9|элитка|хорошее|кирпичный|3 м.|93 м2||2015 г.|центральное|полностью меблирована||||есть|от агента|42.8372|74.568|Добавлено 2 месяца назад|Поднято 27 минут назад|594.0|
33|https://www.house.kg/details/85228336698cf36635256-33911729|2-комн. кв., 52 м2|Бишкек|45000.0|3|3|индивид. планировка|среднее|монолитный|2.8 м.|52 м2||1994 г.|центральное|частично меблирована|договор купли-продажи|обмен не предлагать|||от агента|42.9405|74.592|Добавлено 2 месяца назад|Поднято 27 минут назад|517.0|
34|https://www.house.kg/details/972553966990785a11477-67443743|1-комн. кв., 53 м2|Бишкек|67000.0|8|12|элитка|евроремонт|кирпичный|3 м.|53 м2||2023 г.|электрическое|частично меблирована||рассмотрю варианты|||от агента|42.8177|74.6032|Добавлено 2 месяца назад|Поднято 27 минут назад|663.0|3.0
35|https://www.house.kg/details/6515529664ce208d68500-78818340|4-комн. кв., 226 м2|Бишкек|360000.0|5|13|элитка|евроремонт|монолитный|3 м.|226 м2||2017 г.|центральное|частично меблирована||рассмотрю варианты|есть|есть|от агента|42.8683|74.6024|Добавлено 4 месяца назад|Поднято 28 минут назад|1302.0|3.0
36|https://www.house.kg/details/931523966e0778b83a378-16630313|1-комн. кв., 43.2 м2|Бишкек|68000.0|11|11|элитка|хорошее|кирпичный|2.8 м.|43.2 м2||2018 г.|центральное|частично меблирована||обмен не предлагать|||от агента|42.8606|74.5979|Добавлено 10 дней назад|Поднято 28 минут назад|116.0|
37|https://www.house.kg/details/688094566e075ab1e1c74-57943447|3-комн. кв., 52 м2|Бишкек|70000.0|4|4|хрущевка|хорошее|кирпичный|2.7 м.|52 м2||1966 г.|центральное|частично меблирована|договор купли-продажи|обмен не предлагать|||от агента|42.8439|74.5944|Добавлено 10 дней назад|Поднято 28 минут назад|128.0|
38|https://www.house.kg/details/77134566647390c67fce5-59110165|2-комн. кв., 52 м2|Бишкек|71000.0|6|12|элитка|евроремонт|монолитный|3 м.|52 м2||2019 г.|центральное||||||от агента|42.8487|74.5927|Добавлено 4 месяца назад|Поднято 28 минут назад|1741.0|22.0
39|https://www.house.kg/details/2884538669a7e1890ab72-59638595|3-комн. кв., 98 м2|Бишкек|115000.0|8|12|элитка|под самоотделку (псо)|кирпичный||98 м2||2022 г.|центральное|пустая||рассмотрю варианты|||от агента|42.873|74.5917|Добавлено 2 месяца назад|Поднято 29 минут назад|916.0|4.0
40|https://www.house.kg/details/7553729669549acd64c74-33259120|4-комн. кв., 226 м2|Бишкек|410000.0|5|13|элитка|евроремонт|монолитный|3 м.|226 м2||2017 г.|центральное|полностью меблирована||рассмотрю варианты|есть|есть|от агента|42.8687|74.6029|Добавлено 2 месяца назад|Поднято 29 минут назад|675.0|
41|https://www.house.kg/details/377542366ed4ef8c4aa18-06962464|1-комн. кв., 41 м2|Бишкек|37000.0|8|9|элитка|евроремонт|панельный||41 м2||2025 г.|на газе||договор долевого участия, красная книга||||от агента|42.8805|74.6841|Добавлено 29 минут назад||11.0|
42|https://www.house.kg/details/76320586639a9a756f281-16153336|3-комн. кв., 91.4 м2|Бишкек|120000.0|4|5|индивид. планировка|евроремонт|кирпичный||91.4 м2|||центральное||технический паспорт||||от агента|42.8433|74.5995|Добавлено 5 месяцев назад|Поднято 29 минут назад|832.0|2.0
43|https://www.house.kg/details/5115545665ea60359c939-93111467|3-комн. кв., 100 м2|Бишкек|145000.0|9|14|элитка|евроремонт|монолитный||100 м2|||на газе||договор долевого участия||||от агента|42.8394|74.5629|Добавлено 4 месяца назад|Поднято 30 минут назад|755.0|
44|https://www.house.kg/details/63341416684e691133848-02763430|3-комн. кв., 98 м2|Бишкек|117000.0|8|12|элитка|под самоотделку (псо)|кирпичный||98 м2||2022 г.|центральное||договор долевого участия, акт ввода в эксплуатацию||||от агента|42.8737|74.5911|Добавлено 3 месяца назад|Поднято 30 минут назад|1074.0|5.0
45|https://www.house.kg/details/381648466ed4b184b2596-40044813|3-комн. кв., 110 м2|Бишкек|175000.0|7|15|элитка|евроремонт|кирпичный||110 м2||2017 г.|центральное||||||от агента|42.8712|74.592|Добавлено 46 минут назад||16.0|
46|https://www.house.kg/details/366305166ed4b053d4f98-24258257|3-комн. кв., 112 м2|Бишкек|134400.0|15|20|элитка|под самоотделку (псо)|монолитный||112 м2||2025 г.|центральное||договор долевого участия, красная книга||||от агента|42.8644|74.5878|Добавлено 46 минут назад||13.0|
47|https://www.house.kg/details/995510766ed4af8248358-30872380|1-комн. кв., 33 м2|Бишкек|44000.0|6|12|элитка|под самоотделку (псо)|монолитный|3 м.|33 м2||2022 г.|на газе||||||от агента|42.8163|74.6224|Добавлено 46 минут назад||17.0|
48|https://www.house.kg/details/193500966ec4a6b008f95-52232817|3-комн. кв., 105 м2|Бишкек|190000.0|12|13|элитка|евроремонт|монолитный|3 м.|105 м2||2017 г.|центральное|полностью меблирована||рассмотрю варианты|||от агента|42.8739|74.62|Добавлено 19 часов назад|Поднято 48 минут назад|98.0|
49|https://www.house.kg/details/671288766cee12e7d9c24-62601954|3-комн. кв., 136 м2|Бишкек|310000.0|5|15|элитка|евроремонт|монолитный|3.2 м.|136 м2||2018 г.|центральное|полностью меблирована|договор купли-продажи, технический паспорт||||от агента|42.874|74.5932|Добавлено 23 дня назад|Поднято 48 минут назад|317.0|1.0
50|https://www.house.kg/details/127230066ed4a50026827-66194010|2-комн. кв., 59 м2|Бишкек|78500.0|11|12|106 серия|евроремонт|кирпичный||59 м2|||||технический паспорт||||от агента|42.8442|74.5678|Добавлено 49 минут назад||13.0|
51|https://www.house.kg/details/104515866dd9558a39100-68940616|3-комн. кв., 60 м2|Бишкек|77500.0|2|4|104 серия|хорошее|панельный||60 м2|||центральное|частично меблирована|||нет||от собственника|42.86|74.6114|Добавлено 12 дней назад|Поднято 50 минут назад|296.0|1.0
52|https://www.house.kg/details/99952796639a00d83cfc2-27011479|2-комн. кв., 54 м2|Бишкек|108000.0|10|14|элитка|евроремонт|кирпичный|3 м.|54 м2||2023 г.|на газе|частично меблирована|договор долевого участия, красная книга||||от агента|42.8204|74.5819|Добавлено 5 месяцев назад|Поднято 50 минут назад|1412.0|1.0
53|https://www.house.kg/details/665394566ed4a0f3d43f2-19208437|1-комн. кв., 47 м2|Бишкек|72500.0|10|10|элитка|под самоотделку (псо)|монолитный|3 м.|47 м2||2022 г.|на газе||||||от агента|42.8171|74.6059|Добавлено 50 минут назад||21.0|
54|https://www.house.kg/details/549257166c44725b93e17-04462209|3-комн. кв., 96 м2|Бишкек|139000.0|2|5|элитка|под самоотделку (псо)|монолитный|3.5 м.|96 м2||2023 г.|автономное||договор долевого участия||||от агента|42.8113|74.6294|Добавлено 1 месяц назад|Поднято 51 минуту назад|345.0|1.0
55|https://www.house.kg/details/763015665851a598f348-04923369|3-комн. кв., 110 м2|Бишкек|165000.0|12|12|элитка|евроремонт|монолитный|3 м.|110 м2||2019 г.|центральное|частично меблирована|технический паспорт|с доплатой покупателя||есть|от агента|42.8117|74.6376|Добавлено 4 месяца назад|Поднято 51 минуту назад|1206.0|3.0
56|https://www.house.kg/details/775568666ed49bc94b2a0-35865032|2-комн. кв., 50 м2|Бишкек|85500.0|9|14|элитка|евроремонт|монолитный|3 м.|50 м2||2019 г.|центральное||технический паспорт||||от агента|42.8213|74.6152|Добавлено 52 минуты назад||8.0|1.0
57|https://www.house.kg/details/710827966e1d094528da0-80989754|1-комн. кв., 48 м2|Бишкек Октябрьский район|55000.0|8|16|элитка|евроремонт|монолитный||48 м2||2023 г.||пустая|договор долевого участия||||от агента|42.8566|74.6386|Добавлено 9 дней назад|Поднято 52 минуты назад|211.0|3.0
58|https://www.house.kg/details/840155966e2c50ce5eac2-82087723|1-комн. кв., 47 м2|с. Кок-Джар|60000.0|8|12|элитка|евроремонт|монолитный|3 м.|47 м2||2024 г.|на газе|частично меблирована|||||от агента|42.8137|74.6485|Добавлено 8 дней назад|Поднято 53 минуты назад|146.0|
59|https://www.house.kg/details/847704566ebdd3ab81c70-15973413|4-комн. кв., 180 м2|Бишкек|216000.0|12|14|элитка|под самоотделку (псо)|монолитный|3 м.|180 м2||2021 г.|||договор долевого участия, акт ввода в эксплуатацию||||от агента|42.8184|74.586|Добавлено 1 день назад|Поднято 53 минуты назад|101.0|
60|https://www.house.kg/details/415148766e30d31e962c1-67091647|3-комн. кв., 125 м2|Бишкек|255000.0|9|12|элитка|евроремонт|кирпичный|3 м.|125 м2||2022 г.|на газе|полностью меблирована|договор купли-продажи||||от агента|42.8176|74.6247|Добавлено 8 дней назад|Поднято 53 минуты назад|274.0|2.0
61|https://www.house.kg/details/273064566e9657d339542-41255497|3-комн. кв., 175 м2|Бишкек|280000.0|7|11|индивид. планировка|хорошее|кирпичный||175 м2||2014 г.|электрическое|полностью меблирована|договор дарения, технический паспорт|обмен не предлагать|нет|нет|от агента|42.8393|74.5846|Добавлено 3 дня назад|Поднято 53 минуты назад|84.0|
62|https://www.house.kg/details/166899166e926a506f673-50355557|2-комн. кв., 80 м2|Бишкек|115000.0|5|9|элитка|евроремонт|кирпичный||80 м2||2023 г.|центральное|полностью меблирована|договор долевого участия, акт ввода в эксплуатацию, красная книга||||от агента|42.8735|74.613|Добавлено 3 дня назад|Поднято 53 минуты назад|94.0|
63|https://www.house.kg/details/637097966e9631d9db802-27736275|3-комн. кв., 89.5 м2|Бишкек|98450.0|5|15|индивид. планировка|под самоотделку (псо)|кирпичный||89.5 м2||2025 г.|на газе||договор долевого участия|обмен не предлагать|нет|нет|от агента|42.858|74.6338|Добавлено 3 дня назад|Поднято 53 минуты назад|83.0|
64|https://www.house.kg/details/740149066e91c9c4cae47-57596069|3-комн. кв., 107 м2|Бишкек|158000.0|3|10|элитка|евроремонт|кирпичный||107 м2||2018 г.|на газе|полностью меблирована|технический паспорт|рассмотрю варианты|||от агента|42.8273|74.6268|Добавлено 3 дня назад|Поднято 53 минуты назад|92.0|
65|https://www.house.kg/details/775568666ed49bc94b2a0-35865032|2-комн. кв., 50 м2|Бишкек|85500.0|9|14|элитка|евроремонт|монолитный|3 м.|50 м2||2019 г.|центральное||технический паспорт||||от агента|42.8213|74.6152|Добавлено 52 минуты назад||10.0|1.0
66|https://www.house.kg/details/710827966e1d094528da0-80989754|1-комн. кв., 48 м2|Бишкек Октябрьский район|55000.0|8|16|элитка|евроремонт|монолитный||48 м2||2023 г.||пустая|договор долевого участия||||от агента|42.8566|74.6386|Добавлено 9 дней назад|Поднято 53 минуты назад|212.0|3.0
67|https://www.house.kg/details/840155966e2c50ce5eac2-82087723|1-комн. кв., 47 м2|с. Кок-Джар|60000.0|8|12|элитка|евроремонт|монолитный|3 м.|47 м2||2024 г.|на газе|частично меблирована|||||от агента|42.8137|74.6485|Добавлено 8 дней назад|Поднято 53 минуты назад|147.0|
68|https://www.house.kg/details/847704566ebdd3ab81c70-15973413|4-комн. кв., 180 м2|Бишкек|216000.0|12|14|элитка|под самоотделку (псо)|монолитный|3 м.|180 м2||2021 г.|||договор долевого участия, акт ввода в эксплуатацию||||от агента|42.8184|74.586|Добавлено 1 день назад|Поднято 53 минуты назад|102.0|
69|https://www.house.kg/details/415148766e30d31e962c1-67091647|3-комн. кв., 125 м2|Бишкек|255000.0|9|12|элитка|евроремонт|кирпичный|3 м.|125 м2||2022 г.|на газе|полностью меблирована|договор купли-продажи||||от агента|42.8176|74.6247|Добавлено 8 дней назад|Поднято 53 минуты назад|275.0|2.0
70|https://www.house.kg/details/273064566e9657d339542-41255497|3-комн. кв., 175 м2|Бишкек|280000.0|7|11|индивид. планировка|хорошее|кирпичный||175 м2||2014 г.|электрическое|полностью меблирована|договор дарения, технический паспорт|обмен не предлагать|нет|нет|от агента|42.8393|74.5846|Добавлено 3 дня назад|Поднято 53 минуты назад|85.0|
71|https://www.house.kg/details/166899166e926a506f673-50355557|2-комн. кв., 80 м2|Бишкек|115000.0|5|9|элитка|евроремонт|кирпичный||80 м2||2023 г.|центральное|полностью меблирована|договор долевого участия, акт ввода в эксплуатацию, красная книга||||от агента|42.8735|74.613|Добавлено 3 дня назад|Поднято 53 минуты назад|95.0|
72|https://www.house.kg/details/637097966e9631d9db802-27736275|3-комн. кв., 89.5 м2|Бишкек|98450.0|5|15|индивид. планировка|под самоотделку (псо)|кирпичный||89.5 м2||2025 г.|на газе||договор долевого участия|обмен не предлагать|нет|нет|от агента|42.858|74.6338|Добавлено 3 дня назад|Поднято 54 минуты назад|84.0|
73|https://www.house.kg/details/740149066e91c9c4cae47-57596069|3-комн. кв., 107 м2|Бишкек|158000.0|3|10|элитка|евроремонт|кирпичный||107 м2||2018 г.|на газе|полностью меблирована|технический паспорт|рассмотрю варианты|||от агента|42.8273|74.6268|Добавлено 3 дня назад|Поднято 54 минуты назад|93.0|
74|https://www.house.kg/details/624877866e9166baf2d27-73580405|3-комн. кв., 80 м2|Бишкек|158000.0|6|14|элитка|евроремонт|монолитный|3 м.|80 м2||2022 г.|на газе|полностью меблирована|технический паспорт, красная книга||||от агента|42.8171|74.6059|Добавлено 3 дня назад|Поднято 54 минуты назад|75.0|
75|https://www.house.kg/details/359517966e12ccea500c7-40946968|2-комн. кв., 43 м2|Бишкек|58000.0|4|5|104 серия|хорошее|панельный|2.5 м.|43 м2|м2|1970 г.|центральное|частично меблирована|договор купли-продажи, технический паспорт||||от агента|42.8508|74.6326|Добавлено 9 дней назад|Поднято 54 минуты назад|235.0|2.0
76|https://www.house.kg/details/426487666d71274745798-83456034|1-комн. кв., 36 м2|Бишкек|49000.0|1|9|106 серия|хорошее|панельный|2.8 м.|36 м2||1992 г.|центральное|частично меблирована|договор купли-продажи||нет|нет|от собственника|42.8713|74.6929|Добавлено 17 дней назад|Поднято 54 минуты назад|394.0|5.0
77|https://www.house.kg/details/600897866e32278500594-59438928|1-комн. кв., 43 м2|Бишкек|54500.0|3|4|104 серия|хорошее|панельный|2.5 м.|43 м2|м2||центральное|частично меблирована|договор купли-продажи, технический паспорт||||от агента|42.8362|74.6252|Добавлено 8 дней назад|Поднято 54 минуты назад|190.0|1.0
78|https://www.house.kg/details/677368766e287667122d0-37978101|2-комн. кв., 74 м2|Бишкек|137000.0|7|11|элитка|евроремонт|монолитный||74 м2|||центральное||договор купли-продажи, красная книга, технический паспорт||||от агента|42.8804|74.5815|Добавлено 8 дней назад|Поднято 55 минут назад|156.0|
79|https://www.house.kg/details/849563666e06bf345bbf3-66504479|2-комн. кв., 47.7 м2|Бишкек|82500.0|1|3|сталинка|евроремонт|кирпичный|3.2 м.|47.7 м2||1970 г.|центральное|частично меблирована|||||от агента|42.8695|74.5919|Добавлено 10 дней назад|Поднято 55 минут назад|163.0|
80|https://www.house.kg/details/349205666d2e1ac21be73-84136449|2-комн. кв., 51 м2|Бишкек|42000.0|3|3|индивид. планировка|хорошее|кирпичный||51 м2|||||||||от агента|42.8903|74.5189|Добавлено 20 дней назад|Поднято 55 минут назад|406.0|1.0
81|https://www.house.kg/details/492026666cc6659adaf34-03751546|3-комн. кв., 117 м2|Бишкек|105000.0|10|12|индивид. планировка|под самоотделку (псо)|монолитный|3 м.|117 м2||2024 г.|центральное|пустая|договор купли-продажи, красная книга|рассмотрю варианты|нет|нет|от агента|42.8306|74.5657|Добавлено 25 дней назад|Поднято 55 минут назад|339.0|2.0
82|https://www.house.kg/details/102369666d1a9cbdf0716-14800321|2-комн. кв., 80 м2|Бишкек|163000.0|5|14|элитка|евроремонт|кирпичный||80 м2||2022 г.|на газе||договор долевого участия|обмен не предлагать|||от агента|42.8193|74.6233|Добавлено 21 день назад|Поднято 56 минут назад|213.0|2.0
83|https://www.house.kg/details/704954166eba4a951fac2-98884959|2-комн. кв., 86 м2|Бишкек|82000.0|11|13|элитка|под самоотделку (псо)|монолитный|3 м.|86 м2||2024 г.|центральное||договор долевого участия||||от собственника|42.8242|74.6177|Добавлено 1 день назад|Поднято 56 минут назад|99.0|
84|https://www.house.kg/details/540751266b0f4c8ede2b9-66254658|3-комн. кв., 155 м2|Бишкек|185000.0|2|7|элитка|хорошее|кирпичный||155 м2|||центральное||||||от агента|42.8735|74.5803|Добавлено 2 месяца назад|Поднято 56 минут назад|494.0|1.0
85|https://www.house.kg/details/4883616644b535658287-05275898|3-комн. кв., 129 м2|Бишкек|114000.0|5|6|пентхаус|хорошее|кирпичный|3.1 м.|129 м2||2015 г.|электрическое|полностью меблирована|договор купли-продажи, технический паспорт|обмен не предлагать|нет|есть|от агента|42.8419|74.5782|Добавлено 4 месяца назад|Поднято 56 минут назад|2706.0|27.0
86|https://www.house.kg/details/587176566713ffc642072-19891589|3-комн. кв., 104 м2|Бишкек|104000.0|8|10|элитка|под самоотделку (псо)|кирпичный|3 м.|104 м2||2023 г.|||||||от агента|42.8362|74.5849|Добавлено 3 месяца назад|Поднято 57 минут назад|1647.0|7.0
87|https://www.house.kg/details/9175400663cd2d92a8484-42851603|1-комн. кв., 54 м2|Бишкек|112000.0|7|14|элитка|евроремонт|кирпичный||54 м2||2023 г.|||||||от агента|42.8253|74.5862|Добавлено 4 месяца назад|Поднято 57 минут назад|1066.0|1.0
88|https://www.house.kg/details/3178028664c3c0ec2be53-21366805|3-комн. кв., 158 м2|Бишкек|184000.0|8|10|элитка|хорошее|монолитный|3 м.|158 м2||2015 г.|центральное|полностью меблирована|договор купли-продажи, технический паспорт, красная книга|обмен не предлагать|нет|есть|от агента|42.8638|74.6158|Добавлено 4 месяца назад|Поднято 57 минут назад|1219.0|
89|https://www.house.kg/details/417026566c98e76c3d6f8-64908312|2-комн. кв., 75 м2|Бишкек|137000.0|10|10|элитка|евроремонт|монолитный|3.2 м.|75 м2|м2|2021 г.|центральное|полностью меблирована|договор купли-продажи, технический паспорт||нет|есть|от агента|42.8658|74.5913|Добавлено 27 дней назад|Поднято 58 минут назад|272.0|1.0
